"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingEmail__c","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CorporateLocations__c","Custom_Account_Picklist__c","Description","Fax","FranchiseLocations__c","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__DefaultOpportunity__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TaxID__c","Test_Field__c","Type","Website","blng__BillToContact__c","blng__CustomerProfileId__c","blng__DefaultPaymentType__c","ccrz__CustomField1__c","ccrz__CustomField2__c","ccrz__DataId__c","ccrz__PreventAddrBookSave__c","ccrz__PreventNewAddrCheckout__c","ccrz__PreventNewBillAddrCO__c","ccrz__SourceSystem__c","ccrz__TaxExemptAccount__c","ccrz__UsedByCloudcraze__c"
377b073c-63d6-4573-b1de-7ae7033854e8,"#N/A",5.0E7,Vancouver,Canada,"#N/A","#N/A","#N/A","#N/A","#N/A",BC,BC V6T 1A7,"#N/A","#N/A",Spade and Archer is the leader in Services in BC,"#N/A","#N/A",Services,false,"#N/A",Twitterwire,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
37bba66e-7cb7-4f06-9a83-06957c1bbce4,"#N/A","#N/A","#N/A","#N/A",accounting@ihg.com.invalid.invalid,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2950.0,"#N/A","#N/A","#N/A",3000.0,Hospitality,false,"#N/A",IHG Hotels & Resorts,9636,"#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",73-6482303,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3884f2f2-7ded-4108-b437-6e5a04146a9b,"#N/A",4.1373E10,Springdale,United States,"#N/A","#N/A","#N/A","#N/A",72762-6901,AR,2200 W Don Tyson Pkwy,"#N/A","#N/A",Newslync is the leader in Media in Springdale,"#N/A","#N/A",Media,false,"#N/A",Meevee,"#N/A","#N/A",1.479.290.4000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Springdale,US,"#N/A","#N/A","#N/A",72765-2020,AR,P.O. BOX 2020,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
38c257ab-4de4-452c-8072-2a6f2aa328b9,"#N/A",6.52105621E8,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A","#N/A",Essen,45131 Brüsseler Platz,"#N/A","#N/A",Tessier-Ashpool is the leader in Government in Bavaria,"#N/A","#N/A",Government,false,"#N/A",Eidel,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3aa3295d-c054-42d5-b067-fcf5105c600f,"#N/A",3.0944938E10,Framingham,United States,"#N/A","#N/A","#N/A","#N/A",01701-4698,MA,770 Cochituate Rd Ste 1,"#N/A","#N/A",Prandial Foods is the leader in Consumer Goods in Framingham,"#N/A","#N/A",Consumer Goods,false,"#N/A",Yodel,"#N/A","#N/A",1.508.390.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Framingham,US,"#N/A","#N/A","#N/A",01701-9133,MA,P.O. BOX 9133,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3b53b04e-07ee-45c4-a1c2-efd543be452e,"#N/A",8.9244318E7,Middlesex,United Kingdom,"#N/A","#N/A","#N/A","#N/A","#N/A",London,980 Great West Road,"#N/A","#N/A",TF South is the leader in Healthcare in Middlesex,"#N/A","#N/A",Healthcare,false,"#N/A",Chatterpoint,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3faddbc7-7bab-4ec0-8444-a8662861c1e1,"#N/A",3.4292E10,Dallas,United States,"#N/A","#N/A","#N/A","#N/A",75225-6142,TX,8111 Westchester Dr # 600,"#N/A","#N/A",Mammoth Pictures is the leader in Media in Dallas,"#N/A","#N/A",Media,false,"#N/A",Fliptune,"#N/A","#N/A",1.214.981.0700,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
40d7c2af-c7e8-433b-9cd6-2bc0e847091c,"#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,"#N/A","#N/A",Rachel Adams is the leader in Healthcare in Broomfield,"#N/A","#N/A",Healthcare,false,"#N/A",Vimbo,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
4142eaf8-bd4c-4cb5-b183-fbf9b0095699,"#N/A",1.3162E11,New York,United States,"#N/A","#N/A","#N/A","#N/A",10036-6704,NY,1095 Ave of The Americas,"#N/A","#N/A",Colonial Movers is the leader in Services in New York,"#N/A","#N/A",Services,false,"#N/A",Kazu,"#N/A","#N/A",1.212.395.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
42cd1d05-f121-447d-921e-f89ac4c9fa5d,"#N/A",5.2465E10,Burbank,United States,"#N/A","#N/A","#N/A","#N/A",91521-0007,CA,500 S Buena Vista St,"#N/A","#N/A",Larsco College is the leader in Higher Education in Burbank,"#N/A","#N/A",Higher Education,false,"#N/A",Voolith,"#N/A","#N/A",1.818.560.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
44a9d62a-3b68-46c2-a327-5c288c0b35e8,"#N/A",8.8519E10,Atlanta,United States,"#N/A","#N/A","#N/A","#N/A",30339-1834,GA,2455 Paces Ferry Rd SE,"#N/A","#N/A","Cashless Systems, Inc. is the leader in Services in Atlanta","#N/A","#N/A",Services,false,"#N/A",Edgeclub,"#N/A","#N/A",1.770.433.8211,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Atlanta,US,"#N/A","#N/A","#N/A",30348-5715,GA,P.O. BOX 105715,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
4585c840-7d88-47d1-bc09-37d486e1c8aa,"#N/A",2.89485471E8,Ballarat Central,Australia,"#N/A","#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A","#N/A",Incom Corporation is the leader in Manufacturing in Ballarat Central,"#N/A","#N/A",Manufacturing,false,"#N/A",Realbridge,"#N/A","#N/A",(03) 8300 7460,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
4853555c-1513-4c38-82d6-85b4a917b973,"#N/A",1.57107E11,Minnetonka,United States,"#N/A","#N/A","#N/A","#N/A",55343-9693,MN,9900 Bren Rd E Ste 300w,"#N/A","#N/A","Input, Inc. is the leader in Shipping in Minnetonka","#N/A","#N/A",Shipping,false,"#N/A",Skinte,"#N/A","#N/A",1.952.936.1300,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Minneapolis,US,"#N/A","#N/A","#N/A",55440-1459,MN,P.O. BOX 1459,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
487dc450-203a-4932-9881-aad4d58499d9,"#N/A","#N/A","#N/A","#N/A",ap@mcdonalds.com.invalid.invalid,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2636.0,"#N/A","#N/A","#N/A",36059.0,Restaurant,false,"#N/A",McDonalds,205000,"#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",62-0234622,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
48dee1c8-8a18-4ef3-95d2-aaf321a7c89a,"#N/A",2.38658603E8,Redcliffe,Australia,"#N/A","#N/A","#N/A","#N/A",4020,QLD,5/19-21 Shields St,"#N/A","#N/A",Matt Stecklein Hospital is the leader in Healthcare in Redcliffe,"#N/A","#N/A",Healthcare,false,"#N/A",Omba,"#N/A","#N/A",(07) 7859 6584,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Redcliffe,Australia,"#N/A","#N/A","#N/A",4020,QLD,5/19-21 Shields St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
4d83173c-c5ee-4823-8680-2b09cfd7599c,"#N/A",2.35005519E8,Cecil Hills,Australia,"#N/A","#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A","#N/A",NC North is the leader in Healthcare in Cecil Hills,"#N/A","#N/A",Healthcare,false,"#N/A",Thoughtworks,"#N/A","#N/A",(02) 8210 6814,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
4f16fb65-9c9b-4142-974b-bc9b13dfd4d5,"#N/A",4.12752795E8,Avoca Beach,Australia,"#N/A","#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A","#N/A",CL North is the leader in Healthcare in Avoca Beach,"#N/A","#N/A",Healthcare,false,"#N/A",Photolist,"#N/A","#N/A",(02) 7233 8627,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
4f9d5f44-a232-42ff-98fe-41f4c19b5fe4,"#N/A",7.6279E10,Cincinnati,United States,"#N/A","#N/A","#N/A","#N/A",45202-3393,OH,1 Procter and Gamble Plz,"#N/A","#N/A",ADM Goods is the leader in Consumer Goods in Cincinnati,"#N/A","#N/A",Consumer Goods,false,"#N/A",Voonix,"#N/A","#N/A",1.513.983.1100,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Cincinnati,US,"#N/A","#N/A","#N/A",45201-0599,OH,P.O. BOX 599,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
51330d40-366b-4679-8297-03035745b45b,"#N/A",9.3056E10,Charlotte,United States,"#N/A","#N/A","#N/A","#N/A",28202-4031,NC,100 N Tryon St Ste 220,"#N/A","#N/A",Velso International is the leader in Manufacturing in Charlotte,"#N/A","#N/A",Manufacturing,false,"#N/A",Dynazzy,"#N/A","#N/A",1.704.386.5681,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
53d8eab3-5e6b-4f74-b37d-f8f6de7bf15b,"#N/A",7.451E10,Philadelphia,United States,"#N/A","#N/A","#N/A","#N/A",19103-2838,PA,1701 JFK Blvd,"#N/A","#N/A",Initech is the leader in Technology in Philadelphia,"#N/A","#N/A",Technology,false,"#N/A",Topicstorm,"#N/A","#N/A",1.215.286.1700,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
54c2d960-3508-45e7-a3d9-88dc8bd0a402,"#N/A",4.93945873E8,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A","#N/A",PK South is the leader in Healthcare in Bacchus Marsh,"#N/A","#N/A",Healthcare,false,"#N/A",Gigaclub,"#N/A","#N/A",(03) 6472 8807,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5566aa79-8b54-44a1-a2e3-fc0c63916a90,"#N/A",5.6771552999E10,Boise,United States,"#N/A","#N/A","#N/A","#N/A",83706-3999,ID,250 E Parkcenter Blvd,"#N/A","#N/A",Spruik Communications is the leader in Communications in Boise,"#N/A","#N/A",Communications,false,"#N/A",Skyvu,"#N/A","#N/A",1.208.395.6200,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
57f4795a-51d6-4c20-bbf2-7eb62bedcb1d,"#N/A",8.4202995E8,North Rhine-Westphalia,Germany,"#N/A","#N/A","#N/A","#N/A","#N/A",Leverkusen,51368 Leverkusen,"#N/A","#N/A",SpringShield is the leader in Banking in North Rhine-Westphalia,"#N/A","#N/A",Banking,false,"#N/A",Fanoodle,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5a07602c-d143-4340-b23a-8062e956bfe4,"#N/A","#N/A","#N/A","#N/A",ap@notredam.edu,"#N/A","#N/A","#N/A","#N/A",IN,"#N/A",1.0,"#N/A","#N/A","#N/A",0.0,Education,false,"#N/A",Notre Dame University,1309,"#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5bda3db6-f56a-46c1-b5c3-2a93f74f2406,"#N/A",5.6098E10,Farmington,United States,"#N/A","#N/A","#N/A","#N/A",06032-2577,CT,10 Farm Springs Rd,"#N/A","#N/A",Tungsten Security Services is the leader in Transportation in Farmington,"#N/A","#N/A",Transportation,false,"#N/A",Centimia,"#N/A","#N/A",1.860.728.7000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5c257a9b-a685-40a2-aa88-5e13998e3d6c,"#N/A",2.89485471E8,Berlin,Germany,"#N/A","#N/A","#N/A","#N/A","#N/A",Berlin,1011 Centre Road,"#N/A","#N/A",Strickland Propane is the leader in Biotechnology in Berlin,"#N/A","#N/A",Biotechnology,false,"#N/A",Babblestorm,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5cb63dfe-f503-4820-b55b-b8539c514a03,"#N/A",5.1403189E8,Kogarah,Australia,"#N/A","#N/A","#N/A","#N/A",2217,NSW,2/2 Bowns Rd,"#N/A","#N/A",Burleigh and Stronginthearm is the leader in Communications in Kogarah,"#N/A","#N/A",Communications,false,"#N/A",Eamia,"#N/A","#N/A",(02) 8850 8728,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Kogarah,Australia,"#N/A","#N/A","#N/A",2217,NSW,2/2 Bowns Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5cb8ed9f-095f-4562-9956-4eaddc982dba,"#N/A",5.73645303E8,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,"#N/A","#N/A",Globex Corporation is the leader in Food & Beverage in Melbourne,"#N/A","#N/A",Food & Beverage,false,"#N/A",Bluejam,"#N/A","#N/A",(03) 7876 8876,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5e1e39e6-8adf-4889-a86e-def97e629b70,"#N/A",2.1153104E7,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77228,TX,2591 Vidon Court,"#N/A","#N/A","#N/A","#N/A","#N/A",Manufacturing,false,"#N/A",Quatz,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5e85663f-af52-4aa1-b286-623ab1dfd892,"#N/A",9.37328603E8,Kuraby,Australia,"#N/A","#N/A","#N/A","#N/A",4112,QLD,28 Besline St,"#N/A","#N/A",Leeding Engines Ltd. is the leader in Manufacturing in Kuraby,"#N/A","#N/A",Manufacturing,false,"#N/A",Lazzy,"#N/A","#N/A",(07) 6674 6703,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Kuraby,Australia,"#N/A","#N/A","#N/A",4112,QLD,28 Besline St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
5f4eb41e-989c-4e16-85bd-7aef331c8e11,"#N/A","#N/A","#N/A","#N/A",ap@shakeshak.com,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",168.0,"#N/A","#N/A","#N/A",0.0,Restaurant,false,"#N/A",Shake Shack,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
61f2b974-e918-4365-84f1-311c68bdd7f4,"#N/A",7.41215097E8,Osaka,Japan,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1006, Oaza Kadoma","#N/A","#N/A",TSM South is the leader in Healthcare,"#N/A","#N/A",Healthcare,false,"#N/A",Flipbug,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
61ffacde-01c8-4e68-a9f0-79209f2de767,"#N/A","#N/A","#N/A","#N/A",accounting@saintmarys.edu,"#N/A","#N/A","#N/A","#N/A",IN,"#N/A",1.0,"#N/A","#N/A","#N/A",0.0,Education,false,"#N/A",Saint Mary's College,350,"#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
6323aff3-2859-490e-8bcb-86419c40fd6a,"#N/A",2.3697E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10023-5860,NY,60 Columbus Cir FL 17,"#N/A","#N/A",Thrift Bank is the leader in Finance in New York,"#N/A","#N/A",Finance,false,"#N/A",Jaxworks,"#N/A","#N/A",1.212.364.8200,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
65f8e01b-6346-452f-bc8d-ac59ca927e86,"#N/A","#N/A","#N/A","#N/A",ap@hyatt.com.invalid.invalid,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",518.0,"#N/A","#N/A","#N/A",378.0,Hospitality,false,"#N/A",Hyatt Hotels Corporation,100000,"#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",82-1533604,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
67c990ba-e931-43e0-9d2e-67743aa7ae23,"#N/A",1.01752E11,Saint Louis,United States,"#N/A","#N/A","#N/A","#N/A",63121-1824,MO,1 Express Way,"#N/A","#N/A",Rhapsodic AG is the leader in Retail in Saint Louis,"#N/A","#N/A",Retail,false,"#N/A",Zoomcast,"#N/A","#N/A",1.314.996.0900,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
67cce938-bd1d-4d3e-b822-a63b4e54e3ce,"#N/A",2.70279E10,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77002-5432,TX,1100 Louisiana St FL 10,"#N/A","#N/A",Sylvia Birungi Hospital is the leader in Healthcare in Houston,"#N/A","#N/A",Healthcare,false,"#N/A",Vipe,"#N/A","#N/A",1.713.381.6500,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77210-4324,TX,P.O. BOX 4324,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
6d2f6dde-deb9-4685-9949-be70478d196b,"#N/A",5.9074E10,Mooresville,United States,"#N/A","#N/A","#N/A","#N/A",28117-8520,NC,1000 Lowes Blvd,"#N/A","#N/A",Finley Companies is the leader in Consumer Goods in Mooresville,"#N/A","#N/A",Consumer Goods,false,"#N/A",Tazzy,"#N/A","#N/A",1.704.758.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Mooresville,US,"#N/A","#N/A","#N/A",28115-1000,NC,P.O. BOX 1000,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
6f64be56-fbb5-48f3-93d1-1e326fc59802,"#N/A","#N/A","#N/A","#N/A",billing@amc.com,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",978.0,"#N/A","#N/A","#N/A",0.0,Entertainment,false,"#N/A",AMC Entertainment,4408,"#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
7350abab-46c5-4b8f-809e-fa63038770dc,"#N/A",6.26746894E8,Chatswood,Australia,"#N/A","#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,"#N/A","#N/A",Omni Consimer Products is the leader in Government in Chatswood,"#N/A","#N/A",Government,false,"#N/A",Mynte,"#N/A","#N/A",(02) 6453 6240,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Chatswood,Australia,"#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
75579eb7-eea3-4b53-b418-60bbb77e987b,"#N/A",3308479.0,Sioux City,United States,"#N/A","#N/A","#N/A","#N/A",51105,OH,574 Duke Circle,"#N/A","#N/A","#N/A","#N/A","#N/A",Financial Services,false,"#N/A",Blogspan,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
